漢字,異体字
啠,哲
啠,喆
啠,嚞
啠,埑
啢,唡
啺,唐
喆,哲
喆,啠
喆,嚞
喆,埑
喌,㖄
喎,㖞
喒,㑑
喯,噴
喯,喷
喲,哟
嗁,㖒
嗆,呛
嗊,唝
嗎,吗
嗑,㗐
嗠,酪
嗥,噑
嗥,嘷
嗩,唢
嗶,哔
嗸,嗷
嘊,啀
嘍,喽
嘒,嚖
嘓,啯
嘜,唛
嘨,嘯
嘨,歗
嘨,啸
嘮,唠
嘵,哓
嘷,嗥
嘷,噑
嘽,啴
噅,噕
噑,嗥
噑,嘷
噕,噅
噖,吟
噖,訡
噚,㖊
噟,譍
噥,哝
噲,哙
噽,嚭
噾,喑
嚂,㘕
嚉,咄
嚌,哜
嚕,噜
嚖,嘒
嚞,哲
嚞,啠
嚞,喆
嚞,埑
嚦,呖
嚨,咙
嚭,噽
嚲,䯬
嚲,亸
嚻,囂
嚻,嚣
囅,冁
囇,㘑
囉,啰
囒,㘓
囙,因
囦,淵
囦,渕
囦,渊
囦,渆
囦,㴊
囦,㶜
囦,渁
囧,冏
囪,囱
囬,回
囬,囘
囯,国
囯,國
囯,圀
囯,囶
囯,囻
囯,䆐
囸,日
囻,国
囻,國
囻,圀
囻,囶
囻,囯
囻,䆐
囼,胎
囼,孡
圇,囵
圝,圞
圞,圝
圡,土
圡,𡈽
圫,墺
圱,圲
圲,圱
圼,㘿
坃,壎
坃,塤
坃,埙
坃,壦
坍,㘱
坒,㘩
坓,型
坔,地
坔,埊
坔,墬
坔,嶳
坕,経
坕,經
坕,经
坖,忌
块,塊
块,㙕
坘,坻
坙,巠
坚,堅
坣,堂
坣,㙶
坧,墌
坮,台
坮,臺
坮,㙵
坮,䑓
坰,埛
坰,垧
坳,垇
坳,㘭
坸,垢
坻,坘
垐,㘹
垕,厚
垕,㫗
垖,堆
垛,垜
垜,垛
垡,㘺
垦,垠
垧,坰
垧,埛
垨,守
垨,㝊
垩,聖
垩,琞
垻,坝
垽,㴈
埊,地
埊,坔
埊,墬
埊,嶳
埑,哲
埑,啠
埑,喆
埑,嚞
埞,堤
埡,垭
埤,壀
埯,垵
堃,坤
堇,䒺
堘,塍
堘,畻
堘,塖
堢,堡
堭,墴
堾,踳
堾,蝽
塍,堘
塍,畻
塍,塖
塏,垲
塐,塑
塖,堘
塖,塍
塖,畻
塜,塳
塦,陳
塦,軙
塦,陈
塳,塜
墁,㙢
墉,牅
墊,垫
墌,坧
墎,郭
墖,塔
墖,㗳
墣,㙸
墧,塙
墩,墪
墪,墩
墬,地
墬,坔
墬,埊
墬,嶳
墯,堕
墯,墮
墰,壜
墰,罎
墰,墵
墰,坛
墴,堭
墵,壜
墵,罎
墵,墰
墵,坛
壀,埤
壍,塹
壍,㟻
壍,堑
壚,垆
壚,𡉴
壢,坜
壦,壎
壦,塤
壦,埙
壦,坃
壨,雷
壨,靁
壨,䨓
壵,壮
壵,壯
夁,壱
夁,壹
夈,斎
夈,齋
夈,斋
夈,㪰
夈,䬩
复,㚆
夓,夏
够,夠
夠,够
夣,夢
夣,梦
夣,㝱
夹,夾
奌,点
奌,點
奌,㸃
妅,娂
妆,妝
妆,娤
妆,䊋
妆,𡝂
妇,婦
妇,媍
妉,媅
妉,㚮
妒,妬
妘,㜏
妘,㛣
妯,㛩
妳,嬭
妳,㚷
妸,婀
妸,娿
妿,㚳
姊,姉
姌,㚩
姍,姗
姍,㛽
姒,娰
姒,㚶
姢,娟
姣,㚣
姧,姦
姺,䢾
娂,妅
娄,婁
娤,妝
娤,妆
娤,䊋
娤,𡝂
娦,嬪
娦,嫔
娰,姒
娰,㚶
娱,娯
娱,娛
娹,婱
娿,婀
娿,妸
婓,婔
婔,婓
婕,媫
婘,孉
婙,婧
婣,姻
婭,娅
婯,麗
婯,䴡
婯,丽
婱,娹
婾,媮
媄,㜫
媅,妉
媅,㚮
媆,㜛
媇,親
媇,亲
媌,㑤
媍,婦
媍,妇
媎,姐
媤,㚸
媧,娲
媪,媼
媲,嫓
嫟,嬺
嫯,㜜
嫰,嫩
嫵,妩
嫿,婳
嬀,妫
嬀,媯
嬃,媭
嬈,娆
嬊,嬿
嬍,媺
嬙,嫱
嬝,嫋
嬡,嫒
嬤,嬷
嬭,妳
嬭,㚷
嬸,婶
嬺,嫟
嬿,嬊
孄,嬾
孄,孏
孄,㦨
孆,嬰
孆,婴
孉,婘
孋,㛤
孌,㜻
孌,娈
孏,嬾
孏,孄
孏,㦨
孠,嗣
孹,擘
孿,孪
孿,㝈
宁,㝉
实,実
实,實
宫,宮
宷,審
宷,审
宼,寇
宼,冦
宼,㓂
寈,青
寈,靑
寍,寧
寍,寕
寍,寜
寍,㝕
寕,寧
寕,寍
寕,寜
寕,㝕
寖,浸
寖,濅
寖,㴆
寚,宝
寚,寶
寚,寳
寚,珤
寚,靌
寚,㻄
寜,寧
寜,寍
寜,寕
寜,㝕
寯,㝦
对,対
对,對
尒,爾
尒,尓
尒,尔
尔,爾
尔,尓
尔,尒
尘,塵
尛,麼
尛,麽
尛,嚒
尛,庅
尞,燎
尟,尠
尣,尢
尥,尦
尦,尥
尩,尪
尩,尫
尪,尫
尪,尩
尫,尪
尫,尩
尲,凲
尲,尶
尲,尷
尲,魐
尲,尴
尶,凲
尶,尲
尶,尷
尶,魐
尶,尴
尷,凲
尷,尲
尷,尶
尷,魐
尷,尴
屄,毴
屇,㧂
屚,漏
屨,屦
屩,屫
屪,㞠
屫,屩
屺,㞯
岀,出
岀,㞮
岝,岞
岞,岝
岢,㞹
岧,岹
岪,𡶒
岭,岺
岴,嶇
岴,岖
岹,岧
岺,岭
峀,邦
峀,䢶
峉,㟯
峊,阜
峛,峢
峦,巒
峮,㟒
峱,嶩
峱,巎
峴,岘
峵,嶸
峵,嵘
峹,嵞
崈,崇
崍,崃
崏,岷
崏,㟭
崏,㞶
崏,㟩
崏,渂
崐,崑
崒,崪
崞,䧐
崠,岽
崠,崬
崤,㠙
崦,嶖
崿,㟧
崿,㠋
嵇,嵆
嵏,嵕
嵓,嵒
嵕,嵏
嵞,峹
嵠,谿
嵠,𧮾
嵮,巓
嵮,巔
嵮,巅
嵷,嵸
嵸,嵷
嵾,㟥
嵾,㠁
嶁,㟺
嶁,嵝
嶃,嶄
嶃,崭
嶅,㟼
嶅,㠂
嶔,嵚
嶕,嶣
嶖,崦
嶗,崂
嶚,嶛
嶛,嶚
嶠,㠐
嶠,峤
嶣,嶕
嶤,嶢
嶤,𡸳
嶤,峣
嶧,𡵸
嶧,峄
嶨,峃
嶩,峱
嶩,巎
嶪,嶫
嶫,嶪
嶳,地
嶳,坔
嶳,埊
嶳,墬
嶴,岙
嶸,嵘
嶸,峵
嶹,島
嶹,嶋
嶹,嶌
嶹,㠀
嶹,岛
嶻,巀
巀,嶻
巄,巃
巋,岿
巎,峱
巎,嶩
巑,㠝
巗,巌
巗,巖
巘,巚
巚,巘
巠,坙
巶,佋
巹,卺
巺,巽
巺,㢲
币,印
帅,帥
师,師
帡,帲
帮,幇
帮,幫
帮,幚
帲,帡
帺,褀
幈,屏
幈,屛
幓,㡎
幘,帻
幚,幇
幚,幫
幚,帮
幬,帱
幮,㡡
庐,廬
庙,廟
庙,庿
庺,松
庺,枩
庺,枀
庺,柗
庺,梥
庺,㮤
庽,寓
廎,庼
廑,厪
廒,厫
廪,廩
廪,㐭
廽,廻
廽,𢌞
弒,弑
弙,㢪
弢,㢭
强,強
弻,弼
弻,㢶
彆,㢼
彉,彍
彋,㢬
彍,彉
归,帰
归,歸
归,皈
归,㱕
归,𡚖
归,䢜
彔,录
彛,彝
彛,彜
彠,蒦
彠,彟
彥,彦
彲,彨
徣,借
徰,征
忎,仁
忧,㤑
怣,尤
怸,悉
恳,懇
恴,徳
恴,德
恴,悳
恴,惪
恴,㥁
恴,𢛳
悡,㥎
悮,悞
惒,和
惒,咊
惒,龢
惖,惕
惩,懲
惩,懲
惪,徳
惪,德
惪,悳
惪,㥁
惪,恴
惪,𢛳
愸,整
愻,遜
愻,逊
慩,㦁
慪,怄
慭,憖
慭,憗
憅,慟
憅,恸
憆,瞠
憻,坦
懄,慬
战,戦
战,戰
戼,卯
戼,夘
扏,㧨
扗,在
执,執
抚,撫
抝,拗
报,報
拞,抵
拟,擬
挅,挆
挆,挅
挊,弄
挊,挵
挊,㺯
挔,旅
挔,捛
挗,抉
挳,摼
挵,弄
挵,挊
挵,㺯
挷,搒
捪,㨉
捯,擣
捯,𢭏
捯,㨶
掰,㧳
揯,搄
搇,撳
搇,揿
搫,㨇
搲,攨
搻,搦
搼,拳
摦,槬
摼,挳
撁,牽
撁,牵
撂,㨼
撆,撇
撪,㨧
撯,擆
擆,撯
擈,撲
擓,㨤
擓,㧟
擹,攤
擹,摊
擼,撸
攆,撵
攍,㨕
攨,搲
敆,㪉
敭,揚
敭,扬
敯,暋
敱,敳
敱,𣪱
敳,敱
敳,𣪱
敻,夐
斆,斅
斆,敩
斍,覚
斍,覺
斍,觉
斍,覐
旑,旖
旘,幟
旘,帜
昗,昃
昸,冬
昸,㫡
晍,曈
曍,皡
曍,皞
曍,皥
曍,暭
曍,暤
曗,曄
曗,曅
曗,晔
朂,勗
朂,勖
朆,㬟
朩,𣎳
杒,梕
枞,樅
枣,棗
枣,栆
枾,柿
枾,柹
柕,楙
柕,枆
柕,㮊
查,査
栠,栣
栣,栠
梕,杒
梤,㯣
椘,楚
椘,䠂
椲,㭏
楍,本
楍,㮺
榅,榲
榙,㯚
榝,樧
榢,架
榪,杩
槒,慉
槬,摦
樷,叢
樷,藂
樷,丛
橠,㰙
橥,櫫
橮,柳
橮,桺
橮,𫞉
橮,栁
橮,桞
櫀,棋
櫀,棊
櫀,檱
櫀,㯦
櫄,杶
櫄,𣝙
櫋,𣝼
櫘,槥
櫙,藲
櫫,橥
欁,農
欁,辳
欁,䢉
欁,农
欚,𣜡
歀,款
歀,欵
歀,㱁
歗,嘯
歗,嘨
歗,啸
歮,渋
歮,澁
歮,澀
歮,涩
歱,踵
毡,氈
毡,氊
毴,屄
氂,㲠
氊,氈
氊,毡
氌,氇
氌,𣱀
氍,㲘
氝,氞
氫,氢
氬,氩
氲,氳
氳,氲
氼,㲻
汄,㳁
汅,沔
汙,汚
汙,污
污,汚
污,汙
汬,阱
汬,㘫
汴,汳
汷,泈
汹,洶
沉,沈
沔,汅
沲,沱
沴,沵
沶,沵
泈,汷
泘,滹
泤,洍
洍,泤
洚,浲
洜,洛
洤,泉
洤,㟫
洦,湐
洭,㳝
浃,浹
浊,濁
浛,澏
浱,漘
浱,滣
浼,凂
涁,滲
涁,渗
涁,㵕
涂,凃
涇,泾
涗,涚
淄,湽
淛,浙
淥,渌
淧,㴵
淧,㵥
淶,涞
淸,清
淾,飲
淾,飮
淾,㱃
淾,饮
淿,泊
渁,淵
渁,渕
渁,渊
渁,渆
渁,㴊
渁,㶜
渁,囦
渆,淵
渆,渕
渆,渊
渆,㴊
渆,㶜
渆,囦
渆,渁
渗,滲
渗,涁
渗,㵕
渢,沨
渪,濡
湐,洦
湙,㴒
湜,㵓
湞,浈
湬,湫
湬,𣹌
湰,漋
湻,淳
湽,淄
溉,漑
溬,㳾
溮,浉
溳,涢
溼,湿
溼,濕
滈,瀥
滎,荥
滗,潷
滚,滾
滣,漘
滣,浱
滭,㳼
滹,泘
滻,浐
漄,涯
漊,溇
漋,湰
漘,滣
漘,浱
漚,沤
漧,乾
漧,乹
漧,亁
漩,㳬
漪,渏
漮,𣾩
漵,溆
漵,潊
漹,溤
漼,㵏
潀,潨
潀,灇
潀,潈
潂,洪
潄,漱
潕,㵲
潙,沩
潙,溈
潚,㴋
潨,潀
潨,灇
潨,潈
潷,滗
潹,潺
潿,涠
澇,涝
澏,浛
澔,浩
澔,㵆
澔,㬶
澦,滪
澩,㶅
澩,泶
澭,灉
澭,㴩
澮,浍
澵,瀙
澷,漫
澻,㴚
濅,浸
濅,寖
濅,㴆
濇,瀒
濙,㶈
濚,溁
濚,濴
濚,瀯
濜,浕
濧,㳔
濰,潍
濴,濚
濴,溁
濴,瀯
濻,瀢
濼,泺
濽,灒
瀂,滷
瀂,澛
瀅,滢
瀍,湹
瀒,濇
瀔,濲
瀙,澵
瀠,潆
瀥,滈
瀯,濚
瀯,溁
瀯,濴
瀸,瀐
瀹,㵸
灃,沣
灄,滠
灇,潀
灇,潨
灇,潈
灉,澭
灉,㴩
灋,法
灋,佱
灋,㳒
灍,㵐
灒,濽
灝,灏
灞,㶚
灡,㳕
灤,滦
灧,灩
灧,灎
灧,灔
灧,滟
灱,灲
灲,灱
灺,炧
灻,赤
灻,烾
灾,災
灾,烖
炋,㶨
炧,灺
炱,炲
炱,㸀
炲,炱
炲,㸀
烉,煥
烉,焕
烖,災
烖,灾
烬,燼
热,熱
烴,烃
烾,赤
烾,灻
焈,熙
焈,煕
焈,熈
焤,腐
煅,鍛
煅,锻
煑,煮
煑,煮
煗,煖
煫,燧
煫,㸂
煭,烈
煭,烮
煲,㷛
煴,熅
煿,爆
熅,煴
熆,㥺
熑,燫
熒,荧
熛,𤌑
熜,㷓
熫,炙
熫,䏑
熲,颎
熺,熹
燄,焔
燄,焰
燄,熖
燄,㷔
燙,烫
燜,焖
燣,燷
燫,熑
燳,照
燳,㷖
燴,烩
爕,燮
爕,㸉
爕,夑
爠,臞
牂,䍧
牅,墉
牬,㸬
犨,犫
犫,犨
犾,㹜
狖,㹨
狥,徇
狥,伨
狦,㹪
狻,䝜
猐,羌
猐,羗
猙,狰
猨,猿
猬,蝟
猻,狲
獁,犸
獆,獋
獆,獔
獊,愴
獊,怆
獋,獆
獋,獔
獌,䝡
獌,䝢
獔,獆
獔,獋
獫,猃
獱,㺍
獷,犷
獼,猕
玀,猡
玃,貜
玅,妙
玌,㺫
珁,瓷
珁,甆
珤,宝
珤,寶
珤,寳
珤,寚
珤,靌
珤,㻄
珬,㺷
琌,陵
琌,䧙
琞,聖
琞,垩
瑘,琊
璝,瑰
璝,瓌
瓗,㼇
瓥,㼖
畻,塍
畻,堘
畻,塖
疞,㽳
瘎,㽸
癏,瘝
癗,㿔
皩,皝
皱,皺
盕,䀀
盫,盦
盽,䀱
眻,䁑
睁,睜
睓,㥏
瞘,眍
瞜,䁖
瞫,䚓
矀,覹
矏,矈
矓,眬
砤,砣
砶,珀
碈,珉
碈,瑉
碈,䃉
磸,矴
祰,禞
祰,祮
祶,禘
禉,槱
禉,梄
禞,祰
禞,祮
禥,祺
秊,年
秊,䄭
秗,飫
秗,饫
积,積
稏,䅉
稒,㧽
稢,稶
稶,稢
穷,窮
穷,竆
竐,䇍
笝,䇱
筨,䈄
箌,䈇
籕,籀
籕,籒
籪,簖
粄,䉽
粚,黐
糤,饊
糤,馓
糼,功
糼,㓛
綐,䌼
綘,縫
綘,缝
綤,紹
綤,绍
緽,頳
緽,赬
緽,䞓
緽,赪
緿,紿
緿,绐
縃,胥
縘,繋
縘,繫
缷,卸
缷,䣃
罗,羅
罢,罷
羙,羔
羥,羟
翖,翕
翖,㒆
翤,翅
翤,翄
耸,聳
聮,聯
聮,聨
聮,聫
